"FITXA_ID","TIPUS","AREA","ELEMENT","DETALL","DIA_DATA_ALTA","MES_DATA_ALTA","ANY_DATA_ALTA","DIA_DATA_TANCAMENT","MES_DATA_TANCAMENT","ANY_DATA_TANCAMENT","CODI_DISTRICTE","DISTRICTE","CODI_BARRI","BARRI","SECCIO_CENSAL","TIPUS_VIA","CARRER","NUMERO","COORDENADA_X","COORDENADA_Y","LONGITUD","LATITUD","SUPORT","CANALS_RESPOSTA"
38759204,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",23,12,2024,08,01,2025,01,""Ciutat Vella"",02,""el Barri Gòtic"",,""Plaça"",""Pl de Sant Just"",0004,431307,4581601,,,""WEB"",""EMAIL""
38759203,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",23,12,2024,08,01,2025,06,""Gràcia"",32,""el Camp d'en Grassot i Gràcia Nova"",,""Carrer"",""de L'escorial"",0042,429877,4584365,,,""MÒBIL"",""EMAIL""
38759199,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera incidències"",23,12,2024,08,01,2025,03,""Sants-Montjuïc"",13,""la Marina de Port"",,""Gran Via"",""G.v. de Les Corts Catalanes"",0186,428038,4579912,,,""WEB"",""EMAIL""
38759197,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera incidències"",23,12,2024,08,01,2025,03,""Sants-Montjuïc"",13,""la Marina de Port"",,""Gran Via"",""G.v. de Les Corts Catalanes"",0186,428038,4579912,,,""WEB"",""EMAIL""
38759196,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera incidències"",23,12,2024,08,01,2025,03,""Sants-Montjuïc"",13,""la Marina de Port"",,""Gran Via"",""G.v. de Les Corts Catalanes"",0186,428038,4579912,,,""WEB"",""EMAIL""
38759195,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera incidències"",23,12,2024,08,01,2025,03,""Sants-Montjuïc"",13,""la Marina de Port"",,""Gran Via"",""G.v. de Les Corts Catalanes"",0186,428038,4579912,,,""WEB"",""EMAIL""
38759190,""QUEIXA"",""Serveis socials"",""Persones amb discapacitats"",""Desacord prestació servei transport especial"",23,12,2024,08,01,2025,,,,,,,,,,,,,""TELÈFON"",""EMAIL""
38759186,""QUEIXA"",""Cultura"",""Biblioteques Municipals"",""Gabriel Garcia Marquez"",23,12,2024,08,01,2025,,,,,,,,,,,,,""FULLS QUEIXES I SUGGERIMENTS"",""NO VOL RESPOSTA""
38759185,""QUEIXA"",""Cultura"",""Biblioteques Municipals"",""Biblioteques de Barcelona"",23,12,2024,08,01,2025,,,,,,,,,,,,,""FULLS QUEIXES I SUGGERIMENTS"",""NO VOL RESPOSTA""
38759178,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Informació: llicències  comunicats o assabentats d'obres"",23,12,2024,08,01,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
38759177,""SUGGERIMENT"",""Cultura"",""Altres equipaments"",""Altres equipaments suggeriments"",23,12,2024,08,01,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
38759175,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida pneumàtica"",""Recollida pneumàtica incidències"",23,12,2024,08,01,2025,09,""Sant Andreu"",60,""Sant Andreu"",032,""Carrer"",""de Fernando Pessoa"",0047,432571,4588265,,,""TELÈFON"",""NO VOL RESPOSTA""
38759174,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida pneumàtica"",""Recollida pneumàtica incidències"",23,12,2024,08,01,2025,09,""Sant Andreu"",60,""Sant Andreu"",033,""Passeig"",""Pg de Santa Coloma"",0001,432146,4588427,,,""TELÈFON"",""EMAIL""
38762313,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Calçada"",""Calçada incidències"",24,12,2024,08,01,2025,05,""Sarrià-Sant Gervasi"",23,""Sarrià"",,""Carrer"",""de Benedetti"",0001,426641,4584402,,,""MÒBIL"",""EMAIL""
38762423,""QUEIXA"",""Mobilitat"",""Àrea verda"",""Problemes / desacords Àrea Verda"",24,12,2024,08,01,2025,,,,,,,,,,,,,""TELÈFON"",""EMAIL""
38762422,""INCIDENCIA"",""Mobilitat"",""Vehicles elèctrics"",""Vehicle elèctric incidències"",24,12,2024,08,01,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
38762386,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Papereres"",""Paperera incidències"",24,12,2024,08,01,2025,03,""Sants-Montjuïc"",11,""el Poble-sec"",,""Carrer"",""de la Concòrdia"",0069,429593,4580340,,,""MÒBIL"",""EMAIL""
38762300,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Jardinera / test"",""Jardinera / test incidències"",24,12,2024,08,01,2025,07,""Horta-Guinardó"",35,""el Guinardó"",033,""Ronda"",""Rda del Guinardó"",0181,431177,4585655,,,""TELÈFON"",""EMAIL""
38762330,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",24,12,2024,08,01,2025,01,""Ciutat Vella"",02,""el Barri Gòtic"",,""Baixada"",""Bda de Viladecols"",0002,431383,4581496,,,""MÒBIL"",""EMAIL""
38762417,""PETICIO DE SERVEI"",""Gestions municipals"",""Recollida i neteja de l'espai urbà"",""Rec. roba domiciliària"",24,12,2024,08,01,2025,,,,,,,,,,,,,""TELÈFON"",""EMAIL""
38762389,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera incidències"",24,12,2024,08,01,2025,06,""Gràcia"",31,""la Vila de Gràcia"",,""Passeig"",""Pg de Gràcia"",0126,429644,4583265,,,""MÒBIL"",""EMAIL""
38762431,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Papereres"",""Paperera incidències"",24,12,2024,08,01,2025,02,""Eixample"",08,""l'Antiga Esquerra de l'Eixample"",,""Carrer"",""de París"",0117,428808,4582422,,,""MÒBIL"",""EMAIL""
38759233,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes de retirada urgent"",24,12,2024,08,01,2025,05,""Sarrià-Sant Gervasi"",22,""Vallvidrera  el Tibidabo i les Planes"",,""Carretera"",""Ctra de Sarrià A Vallvidrera"",0191,425245,4584261,,,""WEB"",""EMAIL""
38759252,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",24,12,2024,08,01,2025,05,""Sarrià-Sant Gervasi"",26,""Sant Gervasi - Galvany"",054,""Carrer"",""de Johann Sebastian Bach"",0015,428097,4583146,,,""TELÈFON"",""EMAIL""
38759223,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera incidències"",24,12,2024,08,01,2025,02,""Eixample"",08,""l'Antiga Esquerra de l'Eixample"",098,""Carrer"",""de Muntaner"",0091,429504,4582223,,,""MÒBIL"",""EMAIL""
38759221,""QUEIXA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Disconforme servei de neteja carrers / places"",24,12,2024,08,01,2025,04,""Les Corts"",19,""les Corts"",016,""Carrer"",""D'entença"",0219,428188,4582034,,,""TELÈFON"",""EMAIL""
38759237,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Arbrat"",""Arbrat incidències"",24,12,2024,08,01,2025,05,""Sarrià-Sant Gervasi"",24,""les Tres Torres"",,""Passatge"",""Ptge de Ricard Zamora"",0003,427572,4582731,,,""MÒBIL"",""EMAIL""
38759207,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Pilones"",""Pilones incidències"",24,12,2024,08,01,2025,03,""Sants-Montjuïc"",13,""la Marina de Port"",,""Gran Via"",""G.v. de Les Corts Catalanes"",0134,427674,4579536,,,""MÒBIL"",""EMAIL""
38759205,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Parcs jardins i zones verdes"",""Parcs jardins i zones verdes incidències"",24,12,2024,08,01,2025,09,""Sant Andreu"",60,""Sant Andreu"",,""Carrer"",""Gran de Sant Andreu"",0103,432276,4586874,,,""MÒBIL"",""EMAIL""
38759198,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Orins  excrements animals"",24,12,2024,08,01,2025,07,""Horta-Guinardó"",35,""el Guinardó"",043,""Carrer"",""de la Garrotxa"",0001,431380,4585940,,,""TELÈFON"",""EMAIL""
38759192,""QUEIXA"",""Serveis socials"",""Persones amb discapacitats"",""Desacord prestació servei transport especial"",24,12,2024,08,01,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
38759191,""QUEIXA"",""Serveis socials"",""Persones amb discapacitats"",""Desacord prestació servei transport especial"",24,12,2024,08,01,2025,,,,,,,,,,,,,""TELÈFON"",""EMAIL""
38762384,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera incidències"",25,12,2024,08,01,2025,06,""Gràcia"",31,""la Vila de Gràcia"",,""Carrer"",""de Verdi"",0015,429560,4583881,,,""MÒBIL"",""EMAIL""
38762383,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera incidències"",25,12,2024,08,01,2025,06,""Gràcia"",32,""el Camp d'en Grassot i Gràcia Nova"",,""Carrer"",""de Roger de Flor"",0221,430484,4583698,,,""WEB"",""EMAIL""
38762303,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",25,12,2024,08,01,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
38762367,""QUEIXA"",""Prevenció i seguretat"",""Molèsties espai públic"",""Persones  col·lectius molestant espai públic"",25,12,2024,08,01,2025,01,""Ciutat Vella"",04,""Sant Pere  Santa Caterina i la Ribera"",053,""Carrer"",""del Pou de la Figuera"",0001,431420,4582089,,,""INSTÀNCIA TELEMÀTICA"",""EMAIL""
38762345,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",25,12,2024,08,01,2025,10,""Sant Martí"",65,""el Clot"",,""Carrer"",""de la Séquia Comtal"",0003,432134,4584376,,,""WEB"",""EMAIL""
38762365,""QUEIXA"",""Prevenció i seguretat"",""Incompliment d'ordenances a l'espai privat"",""Convivència veïnal"",25,12,2024,08,01,2025,01,""Ciutat Vella"",01,""el Raval"",,""Carrer"",""de la Paloma"",0021,430108,4581485,,,""WEB"",""EMAIL""
38762375,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",25,12,2024,08,01,2025,02,""Eixample"",10,""Sant Antoni"",161,""Carrer"",""de Sepúlveda"",0112,429628,4581282,,,""TELÈFON"",""SMS""
38762409,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",25,12,2024,08,01,2025,06,""Gràcia"",31,""la Vila de Gràcia"",,""Plaça"",""Pl de la Virreina"",9999,429569,4584036,,,""MÒBIL"",""EMAIL""
38762390,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Papereres"",""Paperera incidències"",25,12,2024,08,01,2025,03,""Sants-Montjuïc"",11,""el Poble-sec"",,""Carrer"",""de la Puríssima Concepció"",0015,429623,4580338,,,""MÒBIL"",""EMAIL""
38762335,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",26,12,2024,08,01,2025,01,""Ciutat Vella"",02,""el Barri Gòtic"",,""Carrer"",""de Cucurulla"",0007,430943,4581753,,,""MÒBIL"",""EMAIL""
38762379,""SUGGERIMENT"",""Mobilitat"",""Àrea verda"",""Nova / canvi Àrea Verda regulada"",26,12,2024,08,01,2025,,,,,,,,,,,,,""TELÈFON"",""EMAIL""
38762310,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Enllumenat públic"",""Enllumenat incidències"",26,12,2024,08,01,2025,02,""Eixample"",07,""la Dreta de l'Eixample"",066,""Passeig"",""Pg de Sant Joan"",0082,430826,4583217,,,""TELÈFON"",""NO VOL RESPOSTA""
38762413,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",26,12,2024,08,01,2025,06,""Gràcia"",31,""la Vila de Gràcia"",,""Carrer"",""de Trilla"",0017,429194,4583971,,,""MÒBIL"",""EMAIL""
38762332,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",26,12,2024,08,01,2025,01,""Ciutat Vella"",02,""el Barri Gòtic"",,""Carrer"",""de Lledó"",0005,431340,4581569,,,""MÒBIL"",""EMAIL""
38762314,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",26,12,2024,08,01,2025,03,""Sants-Montjuïc"",18,""Sants"",,""Ronda"",""Rda del Mig (ascendent)"",0007,427424,4580345,,,""MÒBIL"",""EMAIL""
38762309,""INCIDENCIA"",""Informació  tràmits i atenció ciutadana"",""Incidències instàncies i fulls de queixes"",""Incidències instàncies i fulls de queixes"",26,12,2024,08,01,2025,,,,,,,,,,,,,""INSTÀNCIA"",""EMAIL""
38762334,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",26,12,2024,08,01,2025,01,""Ciutat Vella"",01,""el Raval"",,""Carrer"",""del Carme"",0026,430620,4581529,,,""MÒBIL"",""EMAIL""
38762366,""QUEIXA"",""Prevenció i seguretat"",""Molèsties espai públic"",""Persones  col·lectius molestant espai públic"",26,12,2024,08,01,2025,01,""Ciutat Vella"",01,""el Raval"",015,""Carrer"",""de Ferlandina"",0036,430116,4581468,,,""INSTÀNCIA TELEMÀTICA"",""EMAIL""
38762411,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Orins  excrements animals"",26,12,2024,08,01,2025,06,""Gràcia"",31,""la Vila de Gràcia"",050,""Carrer"",""dels Xiquets de Valls"",0002,429538,4583622,,,""TELÈFON"",""SMS""
38762412,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",26,12,2024,08,01,2025,06,""Gràcia"",31,""la Vila de Gràcia"",,""Carrer"",""del Congost"",0004,429595,4584146,,,""MÒBIL"",""EMAIL""
38762410,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",26,12,2024,08,01,2025,06,""Gràcia"",28,""Vallcarca i els Penitents"",,""Baixada"",""Bda de la Glòria"",0009,428778,4584682,,,""MÒBIL"",""EMAIL""
38762322,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Calçada"",""Calçada incidències"",26,12,2024,08,01,2025,05,""Sarrià-Sant Gervasi"",26,""Sant Gervasi - Galvany"",,""Carrer"",""de Freixa"",0031,427967,4583445,,,""MÒBIL"",""EMAIL""
38762399,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",26,12,2024,08,01,2025,03,""Sants-Montjuïc"",16,""la Bordeta"",,""Carrer"",""de Súria"",0002,427501,4580170,,,""MÒBIL"",""EMAIL""
38762373,""CONSULTA"",""Medi ambient"",""Neteja"",""Informació per a treballar a Bcneta"",26,12,2024,08,01,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
38762298,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida pneumàtica"",""Recollida pneumàtica incidències"",27,12,2024,08,01,2025,10,""Sant Martí"",69,""Diagonal Mar i el Front Marítim del Poblenou"",079,""Carrer"",""de la Selva de Mar"",0017,434089,4584221,,,""TELÈFON"",""EMAIL""
38762315,""QUEIXA"",""Serveis socials"",""Persones amb discapacitats"",""Desacord prestació servei transport especial"",27,12,2024,08,01,2025,,,,,,,,,,,,,""TELÈFON"",""EMAIL""
38762381,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera incidències"",27,12,2024,08,01,2025,06,""Gràcia"",31,""la Vila de Gràcia"",054,""Carrer"",""de Ramón Y Cajal"",0023,429664,4583792,,,""MÒBIL"",""EMAIL""
38762380,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera incidències"",27,12,2024,08,01,2025,06,""Gràcia"",31,""la Vila de Gràcia"",,""Carrer"",""del Profeta"",0003,429842,4583670,,,""MÒBIL"",""EMAIL""
38762385,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Tanca"",""Tanca incidències"",27,12,2024,08,01,2025,06,""Gràcia"",28,""Vallcarca i els Penitents"",003,""Carrer"",""de Les Medes"",0004,428685,4584737,,,""TELÈFON"",""EMAIL""
38762421,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",27,12,2024,08,01,2025,02,""Eixample"",08,""l'Antiga Esquerra de l'Eixample"",,""Carrer"",""D'aribau"",0037,429787,4582124,,,""MÒBIL"",""EMAIL""
38762420,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",27,12,2024,08,01,2025,02,""Eixample"",08,""l'Antiga Esquerra de l'Eixample"",,""Carrer"",""de Muntaner"",0183,429051,4582685,,,""MÒBIL"",""EMAIL""
38762299,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida pneumàtica"",""Recollida pneumàtica incidències"",27,12,2024,08,01,2025,09,""Sant Andreu"",60,""Sant Andreu"",,""Carrer"",""de Fernando Pessoa"",0025,432584,4587970,,,""WEB"",""EMAIL""
38762312,""SUGGERIMENT"",""Manteniment de l'espai urbà"",""Enllumenat públic"",""Enllumenat petició més llum"",27,12,2024,08,01,2025,03,""Sants-Montjuïc"",11,""el Poble-sec"",,""Carretera"",""Ctra de Miramar"",0015,430673,4579991,,,""WEB"",""EMAIL""
38762301,""QUEIXA"",""Transports públics"",""Autobusos AMB (abans EMT)"",""Comportament personal AMB"",27,12,2024,08,01,2025,,,,,,,,,,,,,""TELÈFON"",""EMAIL""
38762305,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida pneumàtica"",""Recollida pneumàtica incidències"",27,12,2024,08,01,2025,10,""Sant Martí"",67,""la Vila Olímpica del Poblenou"",054,""Carrer"",""de Moscou"",0014,432647,4582164,,,""TELÈFON"",""EMAIL""
38762415,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",27,12,2024,08,01,2025,06,""Gràcia"",31,""la Vila de Gràcia"",044,""Carrer"",""del Doctor Rizal"",0013,429443,4583227,,,""TELÈFON"",""EMAIL""
38762416,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",27,12,2024,08,01,2025,06,""Gràcia"",30,""la Salut"",,""Carrer"",""de Maignon"",0054,429193,4584576,,,""MÒBIL"",""EMAIL""
38762414,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",27,12,2024,08,01,2025,06,""Gràcia"",31,""la Vila de Gràcia"",,""Plaça"",""Pl del Raspall"",9999,429855,4583630,,,""MÒBIL"",""EMAIL""
38762374,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",27,12,2024,08,01,2025,03,""Sants-Montjuïc"",15,""Hostafrancs"",,""Carrer"",""de Tarragona"",0125,428621,4581022,,,""MÒBIL"",""EMAIL""
38762387,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera incidències"",27,12,2024,08,01,2025,06,""Gràcia"",31,""la Vila de Gràcia"",,""Carrer"",""de Verdi"",0015,429560,4583881,,,""MÒBIL"",""EMAIL""
38762321,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Calçada"",""Calçada incidències"",27,12,2024,08,01,2025,05,""Sarrià-Sant Gervasi"",22,""Vallvidrera  el Tibidabo i les Planes"",,""Carrer"",""D'elisa Moragas i Badia"",0001,425126,4585070,,,""MÒBIL"",""EMAIL""
38762357,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,03,""Sants-Montjuïc"",11,""el Poble-sec"",,""Carrer"",""de Tapioles"",0001,430173,4580660,,,""MÒBIL"",""EMAIL""
38762337,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida de mobles i trastos vells"",""Recollida mobles abandonats al carrer"",28,12,2024,08,01,2025,07,""Horta-Guinardó"",35,""el Guinardó"",,""Carrer"",""de Sales i Ferré"",0020,430921,4585677,,,""MÒBIL"",""EMAIL""
38762317,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,07,""Horta-Guinardó"",34,""Can Baró"",,""Carrer"",""de Polònia"",0024,430207,4585188,,,""MÒBIL"",""EMAIL""
38762318,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,07,""Horta-Guinardó"",35,""el Guinardó"",,""Carrer"",""Antic del Guinardó"",0001,431031,4585511,,,""MÒBIL"",""EMAIL""
38762425,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,07,""Horta-Guinardó"",34,""Can Baró"",,""Avinguda"",""Av de la Mare de Déu de Montserrat"",0067,430192,4585145,,,""MÒBIL"",""EMAIL""
38762360,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",28,12,2024,08,01,2025,05,""Sarrià-Sant Gervasi"",22,""Vallvidrera  el Tibidabo i les Planes"",002,""Carrer"",""de Navarro i Reverter"",0027,425359,4585261,,,""TELÈFON"",""SMS""
38762324,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",28,12,2024,08,01,2025,03,""Sants-Montjuïc"",17,""Sants - Badal"",,""Carrer"",""de Bacardí"",0029,427123,4580516,,,""MÒBIL"",""EMAIL""
38762320,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,07,""Horta-Guinardó"",34,""Can Baró"",,""Avinguda"",""Av de la Mare de Déu de Montserrat"",0025,429963,4585063,,,""MÒBIL"",""EMAIL""
38762402,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,06,""Gràcia"",30,""la Salut"",,""Carrer"",""D'ana María Matute Ausejo"",0029,429608,4585298,,,""MÒBIL"",""EMAIL""
38762329,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,07,""Horta-Guinardó"",34,""Can Baró"",,""Carrer"",""de França"",0002,430143,4585150,,,""MÒBIL"",""EMAIL""
38762311,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Calçada"",""Calçada incidències"",28,12,2024,08,01,2025,05,""Sarrià-Sant Gervasi"",24,""les Tres Torres"",,""Avinguda"",""Av de Sarrià"",0102,427616,4582650,,,""WEB"",""EMAIL""
38762351,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,09,""Sant Andreu"",60,""Sant Andreu"",,""Carrer"",""Gran de Sant Andreu"",0143,432261,4587003,,,""MÒBIL"",""EMAIL""
38762350,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,04,""Les Corts"",19,""les Corts"",,""Carrer"",""D'evarist Arnús"",0053,427676,4581675,,,""MÒBIL"",""EMAIL""
38762376,""QUEIXA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Disconforme servei de neteja carrers / places"",28,12,2024,08,01,2025,02,""Eixample"",06,""la Sagrada Família"",028,""Carrer"",""de València"",0497,431407,4584029,,,""TELÈFON"",""SMS""
38762377,""INCIDENCIA"",""Informació  tràmits i atenció ciutadana"",""Mòbil APP"",""Barcelona a la Butxaca app contacte"",28,12,2024,08,01,2025,,,,,,,,,,,,,""MÒBIL"",""EMAIL""
38762353,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,02,""Eixample"",07,""la Dreta de l'Eixample"",,""Gran Via"",""G.v. de Les Corts Catalanes"",0601,430317,4582216,,,""MÒBIL"",""EMAIL""
38762354,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,02,""Eixample"",08,""l'Antiga Esquerra de l'Eixample"",,""Carrer"",""D'aragó"",0203,429707,4582185,,,""MÒBIL"",""EMAIL""
38762302,""QUEIXA"",""Transports públics"",""Autobusos AMB (abans EMT)"",""Comportament personal AMB"",28,12,2024,08,01,2025,,,,,,,,,,,,,""TELÈFON"",""EMAIL""
38762352,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,04,""Les Corts"",19,""les Corts"",,""Carrer"",""D'evarist Arnús"",0047,427612,4581653,,,""MÒBIL"",""EMAIL""
38762355,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,02,""Eixample"",07,""la Dreta de l'Eixample"",,""Carrer"",""de la Diputació"",0252,430240,4582293,,,""MÒBIL"",""EMAIL""
38762356,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,02,""Eixample"",07,""la Dreta de l'Eixample"",,""Carrer"",""de la Diputació"",0252,430240,4582293,,,""MÒBIL"",""EMAIL""
38762363,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,04,""Les Corts"",19,""les Corts"",,""Carrer"",""D'evarist Arnús"",0046,427669,4581661,,,""MÒBIL"",""EMAIL""
38762325,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Pintades / cartells / pancartes"",""Netejar pintada  cartell o pancarta en espai públic"",28,12,2024,08,01,2025,09,""Sant Andreu"",60,""Sant Andreu"",,""Carrer"",""Gran de Sant Andreu"",0284,432310,4587507,,,""MÒBIL"",""EMAIL""
